"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/AnnotationUtils.java","3","122","The method 'equals(Annotation, Annotation)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/AnnotationUtils.java","3","287","The method 'arrayMemberEquals(Class<?>, Object, Object)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","44","The class 'ArrayUtils' has a total cyclomatic complexity of 719 (highest 11).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","1194","The method 'isSameLength(Object[], Object[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","1212","The method 'isSameLength(long[], long[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","1230","The method 'isSameLength(int[], int[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"5","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","1248","The method 'isSameLength(short[], short[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"6","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","1266","The method 'isSameLength(char[], char[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"7","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","1284","The method 'isSameLength(byte[], byte[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"8","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","1302","The method 'isSameLength(double[], double[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"9","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","1320","The method 'isSameLength(float[], float[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"10","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","1338","The method 'isSameLength(boolean[], boolean[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"11","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","1686","The method 'lastIndexOf(Object[], Object, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"12","org.apache.commons.lang3","data/temp/Lang_13b/src/main/java/org/apache/commons/lang3/ArrayUtils.java","3","5741","The method 'removeAll(Object, int[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
