"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.lang","data/temp/Lang_40f/src/java/org/apache/commons/lang/StringUtils.java","3","125","The class 'StringUtils' has a total cyclomatic complexity of 644 (highest 34).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang","data/temp/Lang_40f/src/java/org/apache/commons/lang/StringUtils.java","3","2276","The method 'splitByWholeSeparatorWorker(String, String, int, boolean)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang","data/temp/Lang_40f/src/java/org/apache/commons/lang/StringUtils.java","3","2420","The method 'splitWorker(String, char, boolean)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","org.apache.commons.lang","data/temp/Lang_40f/src/java/org/apache/commons/lang/StringUtils.java","3","2545","The method 'splitWorker(String, String, int, boolean)' has a cyclomatic complexity of 23.","Design","CyclomaticComplexity"
"5","org.apache.commons.lang","data/temp/Lang_40f/src/java/org/apache/commons/lang/StringUtils.java","3","3373","The method 'replace(String, String, String, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"6","org.apache.commons.lang","data/temp/Lang_40f/src/java/org/apache/commons/lang/StringUtils.java","3","3542","The method 'replaceEach(String, String[], String[], boolean, int)' has a cyclomatic complexity of 34.","Design","CyclomaticComplexity"
"7","org.apache.commons.lang","data/temp/Lang_40f/src/java/org/apache/commons/lang/StringUtils.java","3","3983","The method 'repeat(String, int)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"8","org.apache.commons.lang","data/temp/Lang_40f/src/java/org/apache/commons/lang/StringUtils.java","3","5205","The method 'abbreviate(String, int, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"9","org.apache.commons.lang","data/temp/Lang_40f/src/java/org/apache/commons/lang/StringUtils.java","3","5347","The method 'indexOfDifference(String[])' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"10","org.apache.commons.lang","data/temp/Lang_40f/src/java/org/apache/commons/lang/StringUtils.java","3","5494","The method 'getLevenshteinDistance(String, String)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
