"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","127","The class 'StringUtils' has a total cyclomatic complexity of 709 (highest 36).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","629","The method 'stripAccents(String)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","908","The method 'ordinalIndexOf(String, String, int, boolean)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","1371","The method 'indexOfAny(CharSequence, char[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"5","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","1451","The method 'containsAny(String, char[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"6","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","1539","The method 'indexOfAnyBut(CharSequence, char[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"7","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","1700","The method 'containsNone(CharSequence, char[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"8","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","2625","The method 'splitByWholeSeparatorWorker(String, String, int, boolean)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"9","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","2769","The method 'splitWorker(String, char, boolean)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"10","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","2894","The method 'splitWorker(String, String, int, boolean)' has a cyclomatic complexity of 23.","Design","CyclomaticComplexity"
"11","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","3724","The method 'replace(String, String, String, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"12","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","3893","The method 'replaceEach(String, String[], String[], boolean, int)' has a cyclomatic complexity of 36.","Design","CyclomaticComplexity"
"13","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","4338","The method 'repeat(String, int)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"14","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","5571","The method 'abbreviate(String, int, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"15","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","5764","The method 'indexOfDifference(CharSequence[])' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"16","org.apache.commons.lang3","data/temp/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java","3","5911","The method 'getLevenshteinDistance(CharSequence, CharSequence)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
