"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.lang3","data/temp/Lang_39f/src/java/org/apache/commons/lang3/StringUtils.java","3","124","The class 'StringUtils' has a total cyclomatic complexity of 664 (highest 36).","Design","CyclomaticComplexity"
"2","org.apache.commons.lang3","data/temp/Lang_39f/src/java/org/apache/commons/lang3/StringUtils.java","3","626","The method 'stripAccents(String)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"3","org.apache.commons.lang3","data/temp/Lang_39f/src/java/org/apache/commons/lang3/StringUtils.java","3","2339","The method 'splitByWholeSeparatorWorker(String, String, int, boolean)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"4","org.apache.commons.lang3","data/temp/Lang_39f/src/java/org/apache/commons/lang3/StringUtils.java","3","2483","The method 'splitWorker(String, char, boolean)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"5","org.apache.commons.lang3","data/temp/Lang_39f/src/java/org/apache/commons/lang3/StringUtils.java","3","2608","The method 'splitWorker(String, String, int, boolean)' has a cyclomatic complexity of 23.","Design","CyclomaticComplexity"
"6","org.apache.commons.lang3","data/temp/Lang_39f/src/java/org/apache/commons/lang3/StringUtils.java","3","3436","The method 'replace(String, String, String, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"7","org.apache.commons.lang3","data/temp/Lang_39f/src/java/org/apache/commons/lang3/StringUtils.java","3","3605","The method 'replaceEach(String, String[], String[], boolean, int)' has a cyclomatic complexity of 36.","Design","CyclomaticComplexity"
"8","org.apache.commons.lang3","data/temp/Lang_39f/src/java/org/apache/commons/lang3/StringUtils.java","3","4049","The method 'repeat(String, int)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"9","org.apache.commons.lang3","data/temp/Lang_39f/src/java/org/apache/commons/lang3/StringUtils.java","3","5271","The method 'abbreviate(String, int, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"10","org.apache.commons.lang3","data/temp/Lang_39f/src/java/org/apache/commons/lang3/StringUtils.java","3","5413","The method 'indexOfDifference(String[])' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"11","org.apache.commons.lang3","data/temp/Lang_39f/src/java/org/apache/commons/lang3/StringUtils.java","3","5560","The method 'getLevenshteinDistance(String, String)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
