"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.math.linear","data/temp/Math_90b/src/experimental/org/apache/commons/math/linear/RecursiveLayoutRealMatrix.java","3","73","The class 'RecursiveLayoutRealMatrix' has a total cyclomatic complexity of 263 (highest 9).","Design","CyclomaticComplexity"
"1","org.apache.commons.math.linear","data/temp/Math_90b/src/experimental/org/apache/commons/math/linear/RecursiveLayoutRealMatrixTest.java","3","32","The class 'RecursiveLayoutRealMatrixTest' has a total cyclomatic complexity of 184 (highest 23).","Design","CyclomaticComplexity"
"2","org.apache.commons.math.linear","data/temp/Math_90b/src/experimental/org/apache/commons/math/linear/RecursiveLayoutRealMatrixTest.java","3","206","The method 'testSeveralBlocks()' has a cyclomatic complexity of 23.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.util","data/temp/Math_90b/src/experimental/org/apache/commons/math/util/BeanTransformer.java","3","73","The method 'transform(Object)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.interpolation","data/temp/Math_90b/src/java/org/apache/commons/math/analysis/interpolation/SplineInterpolator.java","3","58","The method 'interpolate(double[], double[])' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.polynomials","data/temp/Math_90b/src/java/org/apache/commons/math/analysis/polynomials/PolynomialFunction.java","3","276","The method 'toString()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.polynomials","data/temp/Math_90b/src/java/org/apache/commons/math/analysis/polynomials/PolynomialFunctionLagrangeForm.java","3","226","The method 'computeCoefficients()' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_90b/src/java/org/apache/commons/math/analysis/solvers/BrentSolver.java","3","215","The method 'solve(UnivariateRealFunction, double, double, double, double, double, double)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_90b/src/java/org/apache/commons/math/analysis/solvers/LaguerreSolver.java","3","157","The method 'solve(UnivariateRealFunction, double, double)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"2","org.apache.commons.math.analysis.solvers","data/temp/Math_90b/src/java/org/apache/commons/math/analysis/solvers/LaguerreSolver.java","3","298","The method 'solve(Complex[], Complex)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_90b/src/java/org/apache/commons/math/analysis/solvers/MullerSolver.java","3","137","The method 'solve(UnivariateRealFunction, double, double)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"2","org.apache.commons.math.analysis.solvers","data/temp/Math_90b/src/java/org/apache/commons/math/analysis/solvers/MullerSolver.java","3","278","The method 'solve2(UnivariateRealFunction, double, double)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_90b/src/java/org/apache/commons/math/analysis/solvers/RiddersSolver.java","3","124","The method 'solve(UnivariateRealFunction, double, double)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
