"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.math.util","data/temp/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java","3","33","The class 'MathUtils' has a total cyclomatic complexity of 305 (highest 19).","Design","CyclomaticComplexity"
"2","org.apache.commons.math.util","data/temp/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java","3","194","The method 'binomialCoefficient(int, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.math.util","data/temp/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java","3","311","The method 'binomialCoefficientLog(int, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","org.apache.commons.math.util","data/temp/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java","3","687","The method 'gcd(int, int)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"5","org.apache.commons.math.util","data/temp/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java","3","776","The method 'gcd(long, long)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"6","org.apache.commons.math.util","data/temp/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java","3","1047","The method 'mulAndCheck(long, long)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"7","org.apache.commons.math.util","data/temp/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java","3","1163","The method 'normalizeArray(double[], double)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"8","org.apache.commons.math.util","data/temp/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java","3","1281","The method 'roundUnscaled(double, double, int)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"9","org.apache.commons.math.util","data/temp/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java","3","1821","The method 'checkOrder(double[], OrderDirection, boolean)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"10","org.apache.commons.math.util","data/temp/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java","3","1931","The method 'safeNorm(double[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
