"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.math.analysis.interpolation","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/interpolation/BicubicSplineInterpolatingFunction.java","3","91","The constructor 'BicubicSplineInterpolatingFunction(double[], double[], double[][], double[][], double[][], double[][])' has a cyclomatic complexity of 24.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.interpolation","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/interpolation/BicubicSplineInterpolator.java","3","36","The method 'interpolate(double[], double[], double[][])' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.interpolation","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/interpolation/LoessInterpolator.java","3","204","The method 'smooth(double[], double[], double[])' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.interpolation","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/interpolation/MicrosphereInterpolatingFunction.java","3","146","The constructor 'MicrosphereInterpolatingFunction(double[][], double[], int, int, UnitSphereRandomVectorGenerator)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.interpolation","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/interpolation/SmoothingPolynomialBicubicSplineInterpolator.java","3","71","The method 'interpolate(double[], double[], double[][])' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.interpolation","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/interpolation/TricubicSplineInterpolatingFunction.java","3","145","The constructor 'TricubicSplineInterpolatingFunction(double[], double[], double[], double[][][], double[][][], double[][][], double[][][], double[][][], double[][][], double[][][], double[][][])' has a cyclomatic complexity of 58.","Design","CyclomaticComplexity"
"2","org.apache.commons.math.analysis.interpolation","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/interpolation/TricubicSplineInterpolatingFunction.java","3","449","The method 'value(double, double, double)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.interpolation","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/interpolation/TricubicSplineInterpolator.java","3","34","The method 'interpolate(double[], double[], double[], double[][][])' has a cyclomatic complexity of 30.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.polynomials","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/polynomials/PolynomialFunction.java","3","286","The method 'toString()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java","3","130","The method 'doSolve()' has a cyclomatic complexity of 34.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver.java","3","143","The method 'doSolve()' has a cyclomatic complexity of 33.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java","3","137","The method 'brent(double, double, double, double)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/solvers/LaguerreSolver.java","3","251","The method 'solve(Complex[], Complex)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/solvers/MullerSolver.java","3","122","The method 'solve(double, double, double, double)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/solvers/MullerSolver2.java","3","82","The method 'doSolve()' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/solvers/RiddersSolver.java","3","66","The method 'doSolve()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis.solvers","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java","3","94","The method 'forceSide(int, UnivariateFunction, BracketedUnivariateRealSolver<UnivariateFunction>, double, double, double, AllowedSolution)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"2","org.apache.commons.math.analysis.solvers","data/temp/Math_39b/src/main/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java","3","242","The method 'bracket(UnivariateFunction, double, double, double, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.complex","data/temp/Math_39b/src/main/java/org/apache/commons/math/complex/Complex.java","3","57","The class 'Complex' has a total cyclomatic complexity of 117 (highest 8).","Design","CyclomaticComplexity"
"1","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/BracketingNthOrderBrentSolverDFP.java","3","180","The method 'solve(int, UnivariateDfpFunction, Dfp, Dfp, Dfp, AllowedSolution)' has a cyclomatic complexity of 35.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","96","The class 'Dfp' has a total cyclomatic complexity of 413 (highest 39).","Design","CyclomaticComplexity"
"2","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","334","The constructor 'Dfp(DfpField, String)' has a cyclomatic complexity of 39.","Design","CyclomaticComplexity"
"3","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","944","The method 'compare(Dfp, Dfp)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"4","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","1044","The method 'trunc(RoundingMode)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"5","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","1251","The method 'add(Dfp)' has a cyclomatic complexity of 32.","Design","CyclomaticComplexity"
"6","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","1417","The method 'round(int)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"7","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","1496","The method 'multiply(Dfp)' has a cyclomatic complexity of 29.","Design","CyclomaticComplexity"
"8","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","1603","The method 'multiply(int)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"9","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","1665","The method 'divide(Dfp)' has a cyclomatic complexity of 39.","Design","CyclomaticComplexity"
"10","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","1880","The method 'divide(int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"11","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","1948","The method 'sqrt()' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"12","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","2066","The method 'dfp2sci()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"13","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","2147","The method 'dfp2string()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"14","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","2224","The method 'dotrap(int, String, Dfp, Dfp)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"15","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","2322","The method 'nextAfter(Dfp)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"16","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/Dfp.java","3","2394","The method 'toDouble()' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/DfpDec.java","3","165","The method 'round(int)' has a cyclomatic complexity of 23.","Design","CyclomaticComplexity"
"2","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/DfpDec.java","3","293","The method 'nextAfter(Dfp)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/DfpField.java","3","527","The method 'split(String)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/DfpMath.java","3","25","The class 'DfpMath' has a total cyclomatic complexity of 119 (highest 40).","Design","CyclomaticComplexity"
"2","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/DfpMath.java","3","45","The method 'split(DfpField, String)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","org.apache.commons.math.dfp","data/temp/Math_39b/src/main/java/org/apache/commons/math/dfp/DfpMath.java","3","505","The method 'pow(Dfp, Dfp)' has a cyclomatic complexity of 40.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.distribution","data/temp/Math_39b/src/main/java/org/apache/commons/math/distribution/AbstractRealDistribution.java","3","78","The method 'inverseCumulativeProbability(double)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.distribution","data/temp/Math_39b/src/main/java/org/apache/commons/math/distribution/HypergeometricDistribution.java","3","65","The constructor 'HypergeometricDistribution(int, int, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.distribution","data/temp/Math_39b/src/main/java/org/apache/commons/math/distribution/KolmogorovSmirnovDistribution.java","3","266","The method 'createH(double)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.filter","data/temp/Math_39b/src/main/java/org/apache/commons/math/filter/KalmanFilter.java","3","119","The constructor 'KalmanFilter(ProcessModel, MeasurementModel)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.fraction","data/temp/Math_39b/src/main/java/org/apache/commons/math/fraction/BigFraction.java","3","39","The class 'BigFraction' has a total cyclomatic complexity of 112 (highest 14).","Design","CyclomaticComplexity"
"2","org.apache.commons.math.fraction","data/temp/Math_39b/src/main/java/org/apache/commons/math/fraction/BigFraction.java","3","171","The constructor 'BigFraction(double)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","org.apache.commons.math.fraction","data/temp/Math_39b/src/main/java/org/apache/commons/math/fraction/BigFraction.java","3","268","The constructor 'BigFraction(double, double, int, int)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.fraction","data/temp/Math_39b/src/main/java/org/apache/commons/math/fraction/Fraction.java","3","37","The class 'Fraction' has a total cyclomatic complexity of 89 (highest 14).","Design","CyclomaticComplexity"
"2","org.apache.commons.math.fraction","data/temp/Math_39b/src/main/java/org/apache/commons/math/fraction/Fraction.java","3","175","The constructor 'Fraction(double, double, int, int)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"3","org.apache.commons.math.fraction","data/temp/Math_39b/src/main/java/org/apache/commons/math/fraction/Fraction.java","3","476","The method 'addSub(Fraction, boolean)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
