"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.math3.analysis","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/FunctionUtils.java","3","615","The method 'value(DerivativeStructure[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","org.apache.commons.math3.analysis","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/FunctionUtils.java","3","738","The method 'value(DerivativeStructure[])' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.math3.analysis.differentiation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/differentiation/DSCompiler.java","3","125","The class 'DSCompiler' has a total cyclomatic complexity of 192 (highest 15).","Design","CyclomaticComplexity"
"2","org.apache.commons.math3.analysis.differentiation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/differentiation/DSCompiler.java","3","185","The method 'getCompiler(int, int)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"3","org.apache.commons.math3.analysis.differentiation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/differentiation/DSCompiler.java","3","340","The method 'compileMultiplicationIndirection(int, int, DSCompiler, DSCompiler, int[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","org.apache.commons.math3.analysis.differentiation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/differentiation/DSCompiler.java","3","404","The method 'compileCompositionIndirection(int, int, DSCompiler, DSCompiler, int[][], int[][])' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.math3.analysis.differentiation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/differentiation/DerivativeStructure.java","3","61","The class 'DerivativeStructure' has a total cyclomatic complexity of 116 (highest 7).","Design","CyclomaticComplexity"
"1","org.apache.commons.math3.analysis.function","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/function/Sinc.java","3","108","The method 'value(DerivativeStructure)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.math3.analysis.integration.gauss","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/integration/gauss/LegendreHighPrecisionRuleFactory.java","3","69","The method 'computeRule(int)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","org.apache.commons.math3.analysis.integration.gauss","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/integration/gauss/LegendreRuleFactory.java","3","39","The method 'computeRule(int)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","org.apache.commons.math3.analysis.interpolation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/interpolation/BicubicSplineInterpolatingFunction.java","3","92","The constructor 'BicubicSplineInterpolatingFunction(double[], double[], double[][], double[][], double[][], double[][])' has a cyclomatic complexity of 24.","Design","CyclomaticComplexity"
"1","org.apache.commons.math3.analysis.interpolation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/interpolation/BicubicSplineInterpolator.java","3","37","The method 'interpolate(double[], double[], double[][])' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"1","org.apache.commons.math3.analysis.interpolation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/interpolation/LoessInterpolator.java","3","214","The method 'smooth(double[], double[], double[])' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"1","org.apache.commons.math3.analysis.interpolation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/interpolation/MicrosphereInterpolatingFunction.java","3","146","The constructor 'MicrosphereInterpolatingFunction(double[][], double[], int, int, UnitSphereRandomVectorGenerator)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","org.apache.commons.math3.analysis.interpolation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/interpolation/SmoothingPolynomialBicubicSplineInterpolator.java","3","91","The method 'interpolate(double[], double[], double[][])' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"1","org.apache.commons.math3.analysis.interpolation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/interpolation/TricubicSplineInterpolatingFunction.java","3","137","The constructor 'TricubicSplineInterpolatingFunction(double[], double[], double[], double[][][], double[][][], double[][][], double[][][], double[][][], double[][][], double[][][], double[][][])' has a cyclomatic complexity of 58.","Design","CyclomaticComplexity"
"2","org.apache.commons.math3.analysis.interpolation","data/temp/Math_8f/src/main/java/org/apache/commons/math3/analysis/interpolation/TricubicSplineInterpolatingFunction.java","3","447","The method 'value(double, double, double)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
