"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.math.util","data/temp/Math_103f/src/experimental/org/apache/commons/math/util/BeanTransformer.java","3","73","The method 'transform(Object)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis","data/temp/Math_103f/src/java/org/apache/commons/math/analysis/BrentSolver.java","3","163","The method 'solve(double, double, double, double, double, double)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis","data/temp/Math_103f/src/java/org/apache/commons/math/analysis/LaguerreSolver.java","3","255","The method 'solve(Complex[], Complex)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis","data/temp/Math_103f/src/java/org/apache/commons/math/analysis/MullerSolver.java","3","105","The method 'solve(double, double)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"2","org.apache.commons.math.analysis","data/temp/Math_103f/src/java/org/apache/commons/math/analysis/MullerSolver.java","3","209","The method 'solve2(double, double)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis","data/temp/Math_103f/src/java/org/apache/commons/math/analysis/PolynomialFunctionLagrangeForm.java","3","223","The method 'computeCoefficients()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis","data/temp/Math_103f/src/java/org/apache/commons/math/analysis/RiddersSolver.java","3","92","The method 'solve(double, double)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis","data/temp/Math_103f/src/java/org/apache/commons/math/analysis/SecantSolver.java","3","84","The method 'solve(double, double)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis","data/temp/Math_103f/src/java/org/apache/commons/math/analysis/SplineInterpolator.java","3","52","The method 'interpolate(double[], double[])' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.analysis","data/temp/Math_103f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverUtils.java","3","166","The method 'bracket(UnivariateRealFunction, double, double, double, int)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.complex","data/temp/Math_103f/src/java/org/apache/commons/math/complex/Complex.java","3","187","The method 'divide(Complex)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.estimation","data/temp/Math_103f/src/java/org/apache/commons/math/estimation/LevenbergMarquardtEstimator.java","3","95","The class 'LevenbergMarquardtEstimator' has a total cyclomatic complexity of 122 (highest 45).","Design","CyclomaticComplexity"
"2","org.apache.commons.math.estimation","data/temp/Math_103f/src/java/org/apache/commons/math/estimation/LevenbergMarquardtEstimator.java","3","271","The method 'estimate(EstimationProblem)' has a cyclomatic complexity of 45.","Design","CyclomaticComplexity"
"3","org.apache.commons.math.estimation","data/temp/Math_103f/src/java/org/apache/commons/math/estimation/LevenbergMarquardtEstimator.java","3","540","The method 'determineLMParameter(double[], double, double[], double[], double[], double[])' has a cyclomatic complexity of 29.","Design","CyclomaticComplexity"
"4","org.apache.commons.math.estimation","data/temp/Math_103f/src/java/org/apache/commons/math/estimation/LevenbergMarquardtEstimator.java","3","708","The method 'determineLMDirection(double[], double[], double[], double[])' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"5","org.apache.commons.math.estimation","data/temp/Math_103f/src/java/org/apache/commons/math/estimation/LevenbergMarquardtEstimator.java","3","833","The method 'qrDecomposition()' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.math.fraction","data/temp/Math_103f/src/java/org/apache/commons/math/fraction/Fraction.java","3","337","The method 'addSub(Fraction, boolean)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
