"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/BeanMap.java","3","193","The method 'clone()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/BinaryHeap.java","3","482","The method 'remove()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/CollectionUtils.java","3","58","The class 'CollectionUtils' has a total cyclomatic complexity of 177 (highest 19).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/CollectionUtils.java","3","741","The method 'index(Object, Object)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/CollectionUtils.java","3","829","The method 'get(Object, int)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"4","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/CollectionUtils.java","3","894","The method 'size(Object)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/CursorableLinkedList.java","3","55","The class 'CursorableLinkedList' has a total cyclomatic complexity of 156 (highest 8).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/CursorableLinkedList.java","3","1206","The constructor 'CursorableSubList(CursorableLinkedList, int, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/DoubleOrderedMap.java","3","107","The class 'DoubleOrderedMap' has a total cyclomatic complexity of 149 (highest 15).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/DoubleOrderedMap.java","3","804","The method 'doRedBlackInsert(Node, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/DoubleOrderedMap.java","3","875","The method 'doRedBlackDelete(Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"4","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/DoubleOrderedMap.java","3","952","The method 'doRedBlackDeleteFixup(Node, int)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"5","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/DoubleOrderedMap.java","3","1044","The method 'swapPosition(Node, Node, int)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/ExtendedProperties.java","3","150","The class 'ExtendedProperties' has a total cyclomatic complexity of 219 (highest 15).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/ExtendedProperties.java","3","233","The method 'interpolateHelper(String, List)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/ExtendedProperties.java","3","566","The method 'load(InputStream, String)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/FastArrayList.java","3","366","The method 'equals(Object)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/FastHashMap.java","3","330","The method 'equals(Object)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/FastTreeMap.java","3","382","The method 'equals(Object)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/IteratorUtils.java","3","74","The class 'IteratorUtils' has a total cyclomatic complexity of 93 (highest 13).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/IteratorUtils.java","3","873","The method 'getIterator(Object)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/MapUtils.java","3","91","The class 'MapUtils' has a total cyclomatic complexity of 157 (highest 13).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/MapUtils.java","3","978","The method 'verbosePrintInternal(PrintStream, Object, Map, ArrayStack, boolean)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections","data/temp/Collections_12f/src/java/org/apache/commons/collections/MapUtils.java","3","1157","The method 'putAll(Map, Object[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.bidimap","data/temp/Collections_12f/src/java/org/apache/commons/collections/bidimap/TreeBidiMap.java","3","76","The class 'TreeBidiMap' has a total cyclomatic complexity of 194 (highest 15).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections.bidimap","data/temp/Collections_12f/src/java/org/apache/commons/collections/bidimap/TreeBidiMap.java","3","944","The method 'doRedBlackInsert(Node, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections.bidimap","data/temp/Collections_12f/src/java/org/apache/commons/collections/bidimap/TreeBidiMap.java","3","1011","The method 'doRedBlackDelete(Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"4","org.apache.commons.collections.bidimap","data/temp/Collections_12f/src/java/org/apache/commons/collections/bidimap/TreeBidiMap.java","3","1078","The method 'doRedBlackDeleteFixup(Node, int)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"5","org.apache.commons.collections.bidimap","data/temp/Collections_12f/src/java/org/apache/commons/collections/bidimap/TreeBidiMap.java","3","1161","The method 'swapPosition(Node, Node, int)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.buffer","data/temp/Collections_12f/src/java/org/apache/commons/collections/buffer/BoundedBuffer.java","3","136","The method 'timeoutWait(int)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.buffer","data/temp/Collections_12f/src/java/org/apache/commons/collections/buffer/PriorityBuffer.java","3","488","The method 'remove()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.comparators","data/temp/Collections_12f/src/java/org/apache/commons/collections/comparators/FixedOrderComparator.java","3","237","The method 'compare(Object, Object)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.functors","data/temp/Collections_12f/src/java/org/apache/commons/collections/functors/InstantiateFactory.java","3","56","The method 'getInstance(Class, Class[], Object[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.functors","data/temp/Collections_12f/src/java/org/apache/commons/collections/functors/InstantiateTransformer.java","3","54","The method 'getInstance(Class[], Object[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","org.apache.commons.collections.functors","data/temp/Collections_12f/src/java/org/apache/commons/collections/functors/InstantiateTransformer.java","3","98","The method 'transform(Object)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.functors","data/temp/Collections_12f/src/java/org/apache/commons/collections/functors/InvokerTransformer.java","3","68","The method 'getInstance(String, Class[], Object[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.list","data/temp/Collections_12f/src/java/org/apache/commons/collections/list/AbstractLinkedList.java","3","48","The class 'AbstractLinkedList' has a total cyclomatic complexity of 99 (highest 11).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections.list","data/temp/Collections_12f/src/java/org/apache/commons/collections/list/AbstractLinkedList.java","3","509","The method 'getNode(int, boolean)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.list","data/temp/Collections_12f/src/java/org/apache/commons/collections/list/TreeList.java","3","266","The class 'AVLNode' has a total cyclomatic complexity of 91 (highest 14).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections.list","data/temp/Collections_12f/src/java/org/apache/commons/collections/list/TreeList.java","3","533","The method 'removeSelf()' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.map","data/temp/Collections_12f/src/java/org/apache/commons/collections/map/AbstractHashedMap.java","3","62","The class 'AbstractHashedMap' has a total cyclomatic complexity of 118 (highest 11).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections.map","data/temp/Collections_12f/src/java/org/apache/commons/collections/map/AbstractHashedMap.java","3","1251","The method 'equals(Object)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.map","data/temp/Collections_12f/src/java/org/apache/commons/collections/map/Flat3Map.java","3","75","The class 'Flat3Map' has a total cyclomatic complexity of 186 (highest 29).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections.map","data/temp/Collections_12f/src/java/org/apache/commons/collections/map/Flat3Map.java","3","128","The method 'get(Object)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections.map","data/temp/Collections_12f/src/java/org/apache/commons/collections/map/Flat3Map.java","3","187","The method 'containsKey(Object)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"4","org.apache.commons.collections.map","data/temp/Collections_12f/src/java/org/apache/commons/collections/map/Flat3Map.java","3","222","The method 'containsValue(Object)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"5","org.apache.commons.collections.map","data/temp/Collections_12f/src/java/org/apache/commons/collections/map/Flat3Map.java","3","256","The method 'put(Object, Object)' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"6","org.apache.commons.collections.map","data/temp/Collections_12f/src/java/org/apache/commons/collections/map/Flat3Map.java","3","400","The method 'remove(Object)' has a cyclomatic complexity of 29.","Design","CyclomaticComplexity"
"7","org.apache.commons.collections.map","data/temp/Collections_12f/src/java/org/apache/commons/collections/map/Flat3Map.java","3","1038","The method 'equals(Object)' has a cyclomatic complexity of 24.","Design","CyclomaticComplexity"
