"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.collections4","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/CollectionUtils.java","3","51","The class 'CollectionUtils' has a total cyclomatic complexity of 228 (highest 18).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/CollectionUtils.java","3","366","The method 'containsAll(Collection<?>, Collection<?>)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections4","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/CollectionUtils.java","3","1250","The method 'get(Object, int)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"4","org.apache.commons.collections4","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/CollectionUtils.java","3","1329","The method 'size(Object)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"5","org.apache.commons.collections4","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/CollectionUtils.java","3","1588","The method 'collate(Iterable<? extends O>, Iterable<? extends O>, Comparator<? super O>, boolean)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/IteratorUtils.java","3","78","The class 'IteratorUtils' has a total cyclomatic complexity of 111 (highest 17).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/IteratorUtils.java","3","1048","The method 'getIterator(Object)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/MapUtils.java","3","77","The class 'MapUtils' has a total cyclomatic complexity of 166 (highest 13).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/MapUtils.java","3","967","The method 'verbosePrintInternal(PrintStream, Object, Map<?, ?>, ArrayStack<Map<?, ?>>, boolean)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections4","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/MapUtils.java","3","1143","The method 'putAll(Map<K, V>, Object[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.bidimap","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java","3","78","The class 'TreeBidiMap' has a total cyclomatic complexity of 193 (highest 15).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4.bidimap","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java","3","879","The method 'doRedBlackInsert(Node<K, V>, DataElement)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections4.bidimap","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java","3","948","The method 'doRedBlackDelete(Node<K, V>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"4","org.apache.commons.collections4.bidimap","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java","3","1015","The method 'doRedBlackDeleteFixup(Node<K, V>, DataElement)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"5","org.apache.commons.collections4.bidimap","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java","3","1098","The method 'swapPosition(Node<K, V>, Node<K, V>, DataElement)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.comparators","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/comparators/FixedOrderComparator.java","3","227","The method 'compare(T, T)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.functors","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/functors/InstantiateFactory.java","3","55","The method 'instantiateFactory(Class<T>, Class<?>[], Object[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.functors","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/functors/InstantiateTransformer.java","3","63","The method 'instantiateTransformer(Class<?>[], Object[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4.functors","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/functors/InstantiateTransformer.java","3","107","The method 'transform(Class<? extends T>)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.functors","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/functors/InvokerTransformer.java","3","70","The method 'invokerTransformer(String, Class<?>[], Object[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.iterators","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/iterators/PermutationIterator.java","3","107","The method 'next()' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.list","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/list/AbstractLinkedList.java","3","44","The class 'AbstractLinkedList' has a total cyclomatic complexity of 99 (highest 11).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4.list","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/list/AbstractLinkedList.java","3","536","The method 'getNode(int, boolean)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.list","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/list/TreeList.java","3","305","The class 'AVLNode' has a total cyclomatic complexity of 109 (highest 14).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4.list","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/list/TreeList.java","3","620","The method 'removeSelf()' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections4.list","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/list/TreeList.java","3","810","The method 'addAll(AVLNode<E>, int)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/AbstractHashedMap.java","3","58","The class 'AbstractHashedMap' has a total cyclomatic complexity of 120 (highest 11).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/AbstractHashedMap.java","3","1309","The method 'equals(Object)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/Flat3Map.java","3","73","The class 'Flat3Map' has a total cyclomatic complexity of 191 (highest 29).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/Flat3Map.java","3","126","The method 'get(Object)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/Flat3Map.java","3","197","The method 'containsKey(Object)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"4","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/Flat3Map.java","3","244","The method 'containsValue(Object)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"5","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/Flat3Map.java","3","290","The method 'put(K, V)' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"6","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/Flat3Map.java","3","437","The method 'remove(Object)' has a cyclomatic complexity of 29.","Design","CyclomaticComplexity"
"7","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/Flat3Map.java","3","1138","The method 'equals(Object)' has a cyclomatic complexity of 24.","Design","CyclomaticComplexity"
"8","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/Flat3Map.java","3","1190","The method 'hashCode()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"9","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/Flat3Map.java","3","1216","The method 'toString()' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/LRUMap.java","3","245","The method 'addMapping(int, int, K, V)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/MultiKeyMap.java","3","78","The class 'MultiKeyMap' has a total cyclomatic complexity of 138 (highest 11).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4.map","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/map/MultiKeyMap.java","3","788","The method 'removeAll(Object, Object, Object, Object)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.sequence","data/temp/Collections_23f/src/main/java/org/apache/commons/collections4/sequence/SequencesComparator.java","3","169","The method 'getMiddleSnake(int, int, int, int)' has a cyclomatic complexity of 28.","Design","CyclomaticComplexity"
