"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.collections4","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/CollectionUtils.java","3","51","The class 'CollectionUtils' has a total cyclomatic complexity of 227 (highest 18).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/CollectionUtils.java","3","366","The method 'containsAll(Collection<?>, Collection<?>)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections4","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/CollectionUtils.java","3","1224","The method 'get(Object, int)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"4","org.apache.commons.collections4","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/CollectionUtils.java","3","1303","The method 'size(Object)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"5","org.apache.commons.collections4","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/CollectionUtils.java","3","1563","The method 'merge(Collection<? extends O>, Collection<? extends O>, Comparator<? super O>, boolean)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/IteratorUtils.java","3","76","The class 'IteratorUtils' has a total cyclomatic complexity of 109 (highest 17).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/IteratorUtils.java","3","1012","The method 'getIterator(Object)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/MapUtils.java","3","77","The class 'MapUtils' has a total cyclomatic complexity of 166 (highest 13).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/MapUtils.java","3","967","The method 'verbosePrintInternal(PrintStream, Object, Map<?, ?>, ArrayStack<Map<?, ?>>, boolean)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections4","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/MapUtils.java","3","1143","The method 'putAll(Map<K, V>, Object[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.bidimap","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java","3","79","The class 'TreeBidiMap' has a total cyclomatic complexity of 193 (highest 15).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4.bidimap","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java","3","880","The method 'doRedBlackInsert(Node<K, V>, DataElement)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections4.bidimap","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java","3","949","The method 'doRedBlackDelete(Node<K, V>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"4","org.apache.commons.collections4.bidimap","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java","3","1016","The method 'doRedBlackDeleteFixup(Node<K, V>, DataElement)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"5","org.apache.commons.collections4.bidimap","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java","3","1099","The method 'swapPosition(Node<K, V>, Node<K, V>, DataElement)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.comparators","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/comparators/FixedOrderComparator.java","3","227","The method 'compare(T, T)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.comparators.sequence","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/comparators/sequence/SequencesComparator.java","3","128","The method 'getMiddleSnake(int, int, int, int)' has a cyclomatic complexity of 28.","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4.comparators.sequence","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/comparators/sequence/SequencesComparator.java","3","211","The method 'buildScript(int, int, int, int, EditScript<T>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.functors","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/functors/InstantiateFactory.java","3","55","The method 'instantiateFactory(Class<T>, Class<?>[], Object[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections4.functors","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/functors/InstantiateTransformer.java","3","63","The method 'instantiateTransformer(Class<?>[], Object[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","org.apache.commons.collections4.functors","data/temp/Collections_21f/src/main/java/org/apache/commons/collections4/functors/InstantiateTransformer.java","3","106","The method 'transform(Class<? extends T>)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
