"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.commons.collections","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/CollectionUtils.java","3","47","The class 'CollectionUtils' has a total cyclomatic complexity of 182 (highest 18).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/CollectionUtils.java","3","1086","The method 'get(Object, int)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/CollectionUtils.java","3","1165","The method 'size(Object)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/ExtendedProperties.java","3","135","The class 'ExtendedProperties' has a total cyclomatic complexity of 214 (highest 14).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/ExtendedProperties.java","3","210","The method 'interpolateHelper(String, List<String>)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/ExtendedProperties.java","3","526","The method 'load(InputStream, String)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/IteratorUtils.java","3","76","The class 'IteratorUtils' has a total cyclomatic complexity of 109 (highest 17).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/IteratorUtils.java","3","1013","The method 'getIterator(Object)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/MapUtils.java","3","77","The class 'MapUtils' has a total cyclomatic complexity of 163 (highest 13).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/MapUtils.java","3","971","The method 'verbosePrintInternal(PrintStream, Object, Map<?, ?>, ArrayStack<Map<?, ?>>, boolean)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/MapUtils.java","3","1147","The method 'putAll(Map<K, V>, Object[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.bidimap","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/bidimap/TreeBidiMap.java","3","75","The class 'TreeBidiMap' has a total cyclomatic complexity of 189 (highest 15).","Design","CyclomaticComplexity"
"2","org.apache.commons.collections.bidimap","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/bidimap/TreeBidiMap.java","3","873","The method 'doRedBlackInsert(Node<K, V>, DataElement)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","org.apache.commons.collections.bidimap","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/bidimap/TreeBidiMap.java","3","942","The method 'doRedBlackDelete(Node<K, V>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"4","org.apache.commons.collections.bidimap","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/bidimap/TreeBidiMap.java","3","1009","The method 'doRedBlackDeleteFixup(Node<K, V>, DataElement)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"5","org.apache.commons.collections.bidimap","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/bidimap/TreeBidiMap.java","3","1092","The method 'swapPosition(Node<K, V>, Node<K, V>, DataElement)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","org.apache.commons.collections.buffer","data/temp/Collections_20f/src/main/java/org/apache/commons/collections/buffer/BoundedBuffer.java","3","149","The method 'timeoutWait(int)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
