"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.joda.time.format","data/temp/Time_13f/src/main/java/org/joda/time/format/PeriodFormatterBuilder.java","3","65","The class 'PeriodFormatterBuilder' has a total cyclomatic complexity of 98 (highest 12).","Design","CyclomaticComplexity"
"2","org.joda.time.format","data/temp/Time_13f/src/main/java/org/joda/time/format/PeriodFormatterBuilder.java","3","727","The method 'appendSeparator(String, String, String[], boolean, boolean)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"3","org.joda.time.format","data/temp/Time_13f/src/main/java/org/joda/time/format/PeriodFormatterBuilder.java","3","794","The method 'toFormatter(List<Object>, boolean, boolean)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","org.joda.time.format","data/temp/Time_13f/src/main/java/org/joda/time/format/PeriodFormatterBuilder.java","3","884","The method 'scan(String, int)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"5","org.joda.time.format","data/temp/Time_13f/src/main/java/org/joda/time/format/PeriodFormatterBuilder.java","3","1032","The class 'FieldFormatter' has a total cyclomatic complexity of 136 (highest 41).","Design","CyclomaticComplexity"
"6","org.joda.time.format","data/temp/Time_13f/src/main/java/org/joda/time/format/PeriodFormatterBuilder.java","3","1120","The method 'printTo(StringBuffer, ReadablePeriod, Locale)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"7","org.joda.time.format","data/temp/Time_13f/src/main/java/org/joda/time/format/PeriodFormatterBuilder.java","3","1186","The method 'parseInto(ReadWritablePeriod, String, int, Locale)' has a cyclomatic complexity of 41.","Design","CyclomaticComplexity"
"8","org.joda.time.format","data/temp/Time_13f/src/main/java/org/joda/time/format/PeriodFormatterBuilder.java","3","1384","The method 'getFieldValue(ReadablePeriod)' has a cyclomatic complexity of 29.","Design","CyclomaticComplexity"
"9","org.joda.time.format","data/temp/Time_13f/src/main/java/org/joda/time/format/PeriodFormatterBuilder.java","3","1476","The method 'isSupported(PeriodType, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"10","org.joda.time.format","data/temp/Time_13f/src/main/java/org/joda/time/format/PeriodFormatterBuilder.java","3","1705","The method 'parseInto(ReadWritablePeriod, String, int, Locale)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
