"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","37","The class 'FoldConstants' has a total cyclomatic complexity of 426 (highest 85).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","90","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 85.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","412","The method 'tryFoldAssign(NodeTraversal, Node, Node, Node)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","503","The method 'tryFoldHookIf(NodeTraversal, Node, Node)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","658","The method 'tryMinimizeIf(NodeTraversal, Node, Node)' has a cyclomatic complexity of 32.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","943","The method 'tryFoldAndOr(NodeTraversal, Node, Node, Node, Node)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"7","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","1069","The method 'tryFoldArithmetic(NodeTraversal, Node, Node, Node, Node)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"8","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","1111","The method 'tryFoldBitAndOr(NodeTraversal, Node, Node, Node, Node)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"9","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","1158","The method 'tryFoldShift(NodeTraversal, Node, Node, Node, Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"10","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","1218","The method 'tryFoldComparison(NodeTraversal, Node, Node, Node, Node)' has a cyclomatic complexity of 54.","Design","CyclomaticComplexity"
"11","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","1415","The method 'tryFoldStringIndexOf(NodeTraversal, Node, Node, Node, Node)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"12","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","1461","The method 'tryFoldStringJoin(NodeTraversal, Node, Node, Node, Node)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"13","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","1632","The method 'tryFoldRegularExpressionConstructor(NodeTraversal, Node, Node)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"14","com.google.javascript.jscomp","data/temp/Closure_105f/src/com/google/javascript/jscomp/FoldConstants.java","3","1863","The method 'tryMinimizeCondition(NodeTraversal, Node, Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
