"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_154f/src/com/google/javascript/jscomp/TypeCheck.java","3","52","The class 'TypeCheck' has a total cyclomatic complexity of 340 (highest 107).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_154f/src/com/google/javascript/jscomp/TypeCheck.java","3","438","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 107.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_154f/src/com/google/javascript/jscomp/TypeCheck.java","3","821","The method 'visitAssign(NodeTraversal, Node)' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_154f/src/com/google/javascript/jscomp/TypeCheck.java","3","1006","The method 'checkDeclaredPropertyInheritance(NodeTraversal, Node, FunctionType, String, JSDocInfo, JSType)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_154f/src/com/google/javascript/jscomp/TypeCheck.java","3","1242","The method 'checkPropertyAccess(JSType, String, NodeTraversal, Node)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_154f/src/com/google/javascript/jscomp/TypeCheck.java","3","1272","The method 'isPropertyTest(Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"7","com.google.javascript.jscomp","data/temp/Closure_154f/src/com/google/javascript/jscomp/TypeCheck.java","3","1390","The method 'visitFunction(NodeTraversal, Node)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"8","com.google.javascript.jscomp","data/temp/Closure_154f/src/com/google/javascript/jscomp/TypeCheck.java","3","1561","The method 'visitBinaryOperator(int, NodeTraversal, Node)' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_154f/src/com/google/javascript/jscomp/TypeValidator.java","3","58","The class 'TypeValidator' has a total cyclomatic complexity of 122 (highest 15).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_154f/src/com/google/javascript/jscomp/TypeValidator.java","3","506","The method 'expectUndeclaredVariable(String, Node, Node, Var, String, JSType)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_154f/src/com/google/javascript/jscomp/TypeValidator.java","3","691","The method 'getReadableJSTypeName(Node, boolean)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
