"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","410","The class 'AbstractScopeBuilder' has a total cyclomatic complexity of 289 (highest 34).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","515","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","573","The method 'attachLiteralTypes(Node)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","873","The method 'createFunctionTypeFromNodes(Node, String, JSDocInfo, Node)' has a cyclomatic complexity of 34.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1049","The method 'createEnumTypeFromNodes(Node, String, JSDocInfo, Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1150","The method 'defineSlot(Node, Node, String, JSType, boolean)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"7","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1325","The method 'getDeclaredType(JSDocInfo, Node, Node)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"8","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1400","The method 'checkForClassDefiningCalls(NodeTraversal, Node)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"9","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1526","The method 'maybeDeclareQualifiedName(NodeTraversal, JSDocInfo, Node, Node, Node)' has a cyclomatic complexity of 24.","Design","CyclomaticComplexity"
"10","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1661","The method 'isQualifiedNameInferred(String, Node, JSDocInfo, Node, JSType)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"11","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1811","The method 'maybeCollectMember(Node, Node, Node)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"12","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","2029","The method 'declareArguments(Node)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"13","com.google.javascript.jscomp","data/temp/Closure_172f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","2107","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
