"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_17f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","394","The class 'AbstractScopeBuilder' has a total cyclomatic complexity of 268 (highest 32).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_17f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","499","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_17f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","557","The method 'attachLiteralTypes(NodeTraversal, Node)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_17f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","841","The method 'createFunctionTypeFromNodes(Node, String, JSDocInfo, Node)' has a cyclomatic complexity of 32.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_17f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","994","The method 'createEnumTypeFromNodes(Node, String, JSDocInfo, Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_17f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1095","The method 'defineSlot(Node, Node, String, JSType, boolean)' has a cyclomatic complexity of 28.","Design","CyclomaticComplexity"
"7","com.google.javascript.jscomp","data/temp/Closure_17f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1267","The method 'getDeclaredType(String, JSDocInfo, Node, Node)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"8","com.google.javascript.jscomp","data/temp/Closure_17f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1343","The method 'checkForClassDefiningCalls(NodeTraversal, Node, Node)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"9","com.google.javascript.jscomp","data/temp/Closure_17f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1468","The method 'maybeDeclareQualifiedName(NodeTraversal, JSDocInfo, Node, Node, Node)' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"10","com.google.javascript.jscomp","data/temp/Closure_17f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1604","The method 'isQualifiedNameInferred(String, Node, JSDocInfo, Node, JSType)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"11","com.google.javascript.jscomp","data/temp/Closure_17f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1974","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
