"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_54f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","372","The class 'AbstractScopeBuilder' has a total cyclomatic complexity of 243 (highest 31).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_54f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","465","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_54f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","514","The method 'attachLiteralTypes(NodeTraversal, Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_54f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","557","The method 'defineObjectLiteral(NodeTraversal, Node)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_54f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","795","The method 'createFunctionTypeFromNodes(Node, String, JSDocInfo, Node)' has a cyclomatic complexity of 31.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_54f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","941","The method 'createEnumTypeFromNodes(Node, String, JSDocInfo, Node)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"7","com.google.javascript.jscomp","data/temp/Closure_54f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1044","The method 'defineSlot(Node, Node, String, JSType, boolean)' has a cyclomatic complexity of 26.","Design","CyclomaticComplexity"
"8","com.google.javascript.jscomp","data/temp/Closure_54f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1183","The method 'getDeclaredType(String, JSDocInfo, Node, Node)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"9","com.google.javascript.jscomp","data/temp/Closure_54f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1253","The method 'checkForClassDefiningCalls(NodeTraversal, Node, Node)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"10","com.google.javascript.jscomp","data/temp/Closure_54f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","1373","The method 'maybeDeclareQualifiedName(NodeTraversal, JSDocInfo, Node, Node, Node)' has a cyclomatic complexity of 27.","Design","CyclomaticComplexity"
"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.rhino.jstype","data/temp/Closure_54f/src/com/google/javascript/rhino/jstype/FunctionType.java","3","66","The class 'FunctionType' has a total cyclomatic complexity of 186 (highest 22).","Design","CyclomaticComplexity"
"2","com.google.javascript.rhino.jstype","data/temp/Closure_54f/src/com/google/javascript/rhino/jstype/FunctionType.java","3","356","The method 'setPrototype(PrototypeObjectType)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"3","com.google.javascript.rhino.jstype","data/temp/Closure_54f/src/com/google/javascript/rhino/jstype/FunctionType.java","3","588","The method 'supAndInfHelper(JSType, boolean)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
