"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","33","The class 'PeepholeFoldConstants' has a total cyclomatic complexity of 373 (highest 50).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","96","The method 'tryFoldBinaryOperator(Node)' has a cyclomatic complexity of 29.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","176","The method 'tryReduceOperandsForOp(Node)' has a cyclomatic complexity of 27.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","224","The method 'tryConvertToNumber(Node)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","273","The method 'tryFoldTypeof(Node)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","325","The method 'tryFoldUnaryOperator(Node)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"7","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","450","The method 'tryFoldAssign(Node, Node, Node)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"8","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","574","The method 'tryFoldChildAddString(Node, Node, Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"9","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","664","The method 'performArithmeticOp(int, Node, Node)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"10","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","820","The method 'tryFoldShift(Node, Node, Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"11","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","888","The method 'tryFoldComparison(Node, Node, Node)' has a cyclomatic complexity of 50.","Design","CyclomaticComplexity"
"12","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1075","The method 'compareAsNumbers(int, Node, Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"13","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1117","The method 'compareToUndefined(Node, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"14","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1219","The method 'tryFoldKnownStringMethods(Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"15","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1330","The method 'tryFoldArrayJoin(Node)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"16","com.google.javascript.jscomp","data/temp/Closure_78f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1494","The method 'tryFoldStringSubstring(Node, Node, Node)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
