"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","33","The class 'PeepholeFoldConstants' has a total cyclomatic complexity of 269 (highest 64).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","88","The method 'tryFoldBinaryOperator(Node)' has a cyclomatic complexity of 26.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","156","The method 'tryFoldTypeof(Node)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","205","The method 'tryFoldUnaryOperator(Node)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","328","The method 'tryFoldAssign(Node, Node, Node)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","398","The method 'tryFoldAndOr(Node, Node, Node)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"7","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","541","The method 'tryFoldArithmetic(Node, Node, Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"8","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","600","The method 'tryFoldBitAndOr(Node, Node, Node)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"9","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","652","The method 'tryFoldShift(Node, Node, Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"10","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","720","The method 'tryFoldComparison(Node, Node, Node)' has a cyclomatic complexity of 64.","Design","CyclomaticComplexity"
"11","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","943","The method 'tryFoldStringIndexOf(Node)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"12","com.google.javascript.jscomp","data/temp/Closure_97f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1003","The method 'tryFoldStringJoin(Node)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
