"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_107f/gen/com/google/javascript/jscomp/FunctionInformationMap.java","3","64","The class 'Entry' has a total cyclomatic complexity of 81 (highest 9).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_107f/gen/com/google/javascript/jscomp/FunctionInformationMap.java","3","450","The class 'Builder' has a total cyclomatic complexity of 99 (highest 11).","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_107f/gen/com/google/javascript/jscomp/FunctionInformationMap.java","3","635","The method 'mergeFrom(CodedInputStream, ExtensionRegistryLite)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_107f/gen/com/google/javascript/jscomp/FunctionInformationMap.java","3","1587","The class 'Builder' has a total cyclomatic complexity of 135 (highest 14).","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_107f/gen/com/google/javascript/jscomp/FunctionInformationMap.java","3","1701","The method 'mergeFrom(FunctionInformationMap)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_107f/gen/com/google/javascript/jscomp/Instrumentation.java","3","363","The class 'Builder' has a total cyclomatic complexity of 107 (highest 10).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_107f/gen/com/google/javascript/jscomp/Instrumentation.java","3","487","The method 'mergeFrom(Instrumentation)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_107f/gen/com/google/javascript/jscomp/Instrumentation.java","3","529","The method 'mergeFrom(CodedInputStream, ExtensionRegistryLite)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.mozilla.javascript.xml.impl.xmlbeans","data/temp/Closure_107f/lib/rhino/deprecatedsrc/org/mozilla/javascript/xml/impl/xmlbeans/LogicalEquality.java","3","16","The method 'nodesEqual(XmlCursor, XmlCursor)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"2","org.mozilla.javascript.xml.impl.xmlbeans","data/temp/Closure_107f/lib/rhino/deprecatedsrc/org/mozilla/javascript/xml/impl/xmlbeans/LogicalEquality.java","3","63","The method 'elementsEqual(XmlCursor, XmlCursor)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.mozilla.javascript.xml.impl.xmlbeans","data/temp/Closure_107f/lib/rhino/deprecatedsrc/org/mozilla/javascript/xml/impl/xmlbeans/Namespace.java","3","151","The method 'findInstanceIdInfo(String)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.mozilla.javascript.xml.impl.xmlbeans","data/temp/Closure_107f/lib/rhino/deprecatedsrc/org/mozilla/javascript/xml/impl/xmlbeans/NamespaceHelper.java","3","168","The method 'getNamespace(XMLLibImpl, XmlCursor, Object[])' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.mozilla.javascript.xml.impl.xmlbeans","data/temp/Closure_107f/lib/rhino/deprecatedsrc/org/mozilla/javascript/xml/impl/xmlbeans/QName.java","3","141","The method 'findInstanceIdInfo(String)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
