"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/CollapseProperties.java","3","71","The class 'CollapseProperties' has a total cyclomatic complexity of 123 (highest 13).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/CollapseProperties.java","3","158","The method 'inlineAliases(GlobalNamespace)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/CollapseProperties.java","3","242","The method 'checkNamespaces()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/CollapseProperties.java","3","353","The method 'flattenPrefixes(String, Name, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/CollapseProperties.java","3","441","The method 'collapseDeclarationOfNameAndDescendants(Name, String)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/CollapseProperties.java","3","725","The method 'declareVarsForObjLitValues(Name, String, Node, Node, Node, Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/GlobalNamespace.java","3","214","The class 'BuildGlobalNamespace' has a total cyclomatic complexity of 110 (highest 28).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/GlobalNamespace.java","3","231","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 28.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/GlobalNamespace.java","3","341","The method 'getNameForObjLitKey(Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/GlobalNamespace.java","3","533","The method 'handleGet(NodeTraversal, Node, Node, String)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/GlobalNamespace.java","3","594","The method 'determineGetTypeForHookOrBooleanExpr(NodeTraversal, Node, String)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_89f/src/com/google/javascript/jscomp/GlobalNamespace.java","3","827","The method 'removeRef(Ref)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
