"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","30","The class 'PeepholeFoldConstants' has a total cyclomatic complexity of 396 (highest 73).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","99","The method 'tryFoldBinaryOperator(Node)' has a cyclomatic complexity of 40.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","192","The method 'tryReduceOperandsForOp(Node)' has a cyclomatic complexity of 27.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","240","The method 'tryConvertToNumber(Node)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","282","The method 'tryFoldTypeof(Node)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","334","The method 'tryFoldUnaryOperator(Node)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"7","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","458","The method 'tryFoldAssign(Node, Node, Node)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"8","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","611","The method 'tryFoldChildAddString(Node, Node, Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"9","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","701","The method 'performArithmeticOp(int, Node, Node)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"10","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","852","The method 'tryFoldShift(Node, Node, Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"11","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","920","The method 'tryFoldComparison(Node, Node, Node)' has a cyclomatic complexity of 73.","Design","CyclomaticComplexity"
"12","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1185","The method 'compareAsNumbers(int, Node, Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"13","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1227","The method 'compareToUndefined(Node, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"14","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1422","The method 'tryFoldArrayAccess(Node, Node, Node)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"15","com.google.javascript.jscomp","data/temp/Closure_23f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1480","The method 'tryFoldObjectPropAccess(Node, Node, Node)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
