"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_114f/src/com/google/javascript/jscomp/NameAnalyzer.java","3","78","The class 'NameAnalyzer' has a total cyclomatic complexity of 135 (highest 21).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_114f/src/com/google/javascript/jscomp/NameAnalyzer.java","3","634","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_114f/src/com/google/javascript/jscomp/NameAnalyzer.java","3","782","The method 'addSimplifiedExpression(Node, Node)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_114f/src/com/google/javascript/jscomp/NameAnalyzer.java","3","804","The method 'shouldTraverse(NodeTraversal, Node, Node)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_114f/src/com/google/javascript/jscomp/NameAnalyzer.java","3","853","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_114f/src/com/google/javascript/jscomp/NameAnalyzer.java","3","908","The method 'maybeRecordReferenceOrAlias(NodeTraversal, Node, Node, NameInformation, NameInformation)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"7","com.google.javascript.jscomp","data/temp/Closure_114f/src/com/google/javascript/jscomp/NameAnalyzer.java","3","1214","The method 'getHtmlReport()' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"8","com.google.javascript.jscomp","data/temp/Closure_114f/src/com/google/javascript/jscomp/NameAnalyzer.java","3","1401","The method 'createNameInformation(NodeTraversal, Node)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"9","com.google.javascript.jscomp","data/temp/Closure_114f/src/com/google/javascript/jscomp/NameAnalyzer.java","3","1734","The method 'replaceTopLevelExpressionWithRhs(Node, Node)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"10","com.google.javascript.jscomp","data/temp/Closure_114f/src/com/google/javascript/jscomp/NameAnalyzer.java","3","1799","The method 'valueConsumedByParent(Node, Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
