"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","29","The class 'PeepholeFoldConstants' has a total cyclomatic complexity of 338 (highest 50).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","86","The method 'tryFoldBinaryOperator(Node)' has a cyclomatic complexity of 29.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","166","The method 'tryReduceOperandsForOp(Node)' has a cyclomatic complexity of 27.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","214","The method 'tryConvertToNumber(Node)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","263","The method 'tryFoldTypeof(Node)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","315","The method 'tryFoldUnaryOperator(Node)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"7","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","440","The method 'tryFoldAssign(Node, Node, Node)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"8","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","564","The method 'tryFoldChildAddString(Node, Node, Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"9","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","654","The method 'performArithmeticOp(int, Node, Node)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"10","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","810","The method 'tryFoldShift(Node, Node, Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"11","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","878","The method 'tryFoldComparison(Node, Node, Node)' has a cyclomatic complexity of 50.","Design","CyclomaticComplexity"
"12","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1082","The method 'compareAsNumbers(int, Node, Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"13","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1124","The method 'compareToUndefined(Node, int)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"14","com.google.javascript.jscomp","data/temp/Closure_161f/src/com/google/javascript/jscomp/PeepholeFoldConstants.java","3","1327","The method 'tryFoldObjectPropAccess(Node, Node, Node)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
