"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/gen/com/google/javascript/jscomp/FunctionInformationMap.java","3","365","The method 'mergeFrom(CodedInputStream, ExtensionRegistryLite)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/gen/com/google/javascript/jscomp/Instrumentation.java","3","233","The class 'Builder' has a total cyclomatic complexity of 94 (highest 10).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_77b/gen/com/google/javascript/jscomp/Instrumentation.java","3","318","The method 'mergeFrom(Instrumentation)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_77b/gen/com/google/javascript/jscomp/Instrumentation.java","3","348","The method 'mergeFrom(CodedInputStream, ExtensionRegistryLite)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","com.google.debugging.sourcemap","data/temp/Closure_77b/src/com/google/debugging/sourcemap/SourceMapGeneratorV2.java","3","158","The method 'addMapping(String, String, FilePosition, FilePosition, FilePosition)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","com.google.debugging.sourcemap","data/temp/Closure_77b/src/com/google/debugging/sourcemap/Util.java","3","38","The method 'escapeString(String, char, String, String, String, CharsetEncoder)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AbstractCommandLineRunner.java","3","86","The class 'AbstractCommandLineRunner' has a total cyclomatic complexity of 196 (highest 21).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AbstractCommandLineRunner.java","3","193","The method 'setRunOptions(CompilerOptions)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AbstractCommandLineRunner.java","3","394","The method 'createJsModules(List<String>, List<String>)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AbstractCommandLineRunner.java","3","635","The method 'processResults(Result, List<JSModule>, B)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AbstractCommandLineRunner.java","3","971","The method 'outputNameMaps(B)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AbstractCommandLineRunner.java","3","1041","The method 'createDefineOrTweakReplacements(List<String>, CompilerOptions, boolean)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AliasExternals.java","3","218","The method 'aliasProperties(Node, Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AliasExternals.java","3","645","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AliasStrings.java","3","129","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AliasStrings.java","3","218","The method 'isInThrowExpression(Node)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AliasStrings.java","3","420","The method 'encodeStringAsIdentifier(String, String)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AmbiguateProperties.java","3","284","The method 'computeRelatedTypes(JSType)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/AnalyzePrototypeProperties.java","3","220","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 24.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/BasicErrorManager.java","3","120","The method 'compare(ErrorWithLevel, ErrorWithLevel)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/ChainCalls.java","3","106","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/CheckAccessControls.java","3","50","The class 'CheckAccessControls' has a total cyclomatic complexity of 122 (highest 22).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/CheckAccessControls.java","3","348","The method 'checkConstantProperty(NodeTraversal, Node)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/CheckAccessControls.java","3","405","The method 'checkPropertyVisibility(NodeTraversal, Node, Node)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/CheckGlobalThis.java","3","82","The method 'shouldTraverse(NodeTraversal, Node, Node)' has a cyclomatic complexity of 26.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/CheckPathsBetweenNodes.java","3","163","The method 'checkAllPathsWithoutBackEdges(DiGraphNode<N, E>, DiGraphNode<N, E>)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/CheckPathsBetweenNodes.java","3","199","The method 'checkSomePathsWithoutBackEdges(DiGraphNode<N, E>, DiGraphNode<N, E>)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/CheckPropertyOrder.java","3","287","The method 'flowThrough(Node, PropertyOrders)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/CheckRegExp.java","3","52","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/CheckRequiresForConstructors.java","3","82","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/CheckSideEffects.java","3","47","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 28.","Design","CyclomaticComplexity"
"1","com.google.javascript.jscomp","data/temp/Closure_77b/src/com/google/javascript/jscomp/ClosureCodingConvention.java","3","70","The method 'getClassesDefinedByCall(Node)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
