"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_134f/src/com/google/javascript/jscomp/AmbiguateProperties.java","3","262","The method 'computeRelatedTypes(JSType)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.google.javascript.jscomp","data/temp/Closure_134f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","231","The class 'AbstractScopeBuilder' has a total cyclomatic complexity of 98 (highest 26).","Design","CyclomaticComplexity"
"2","com.google.javascript.jscomp","data/temp/Closure_134f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","276","The method 'getDeclaredTypeInAnnotation(String, Node, JSDocInfo)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"3","com.google.javascript.jscomp","data/temp/Closure_134f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","333","The method 'define(Node, Node)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"4","com.google.javascript.jscomp","data/temp/Closure_134f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","454","The method 'getFunctionType(String, Node, JSDocInfo, Node)' has a cyclomatic complexity of 26.","Design","CyclomaticComplexity"
"5","com.google.javascript.jscomp","data/temp/Closure_134f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","588","The method 'getEnumType(String, Node, Node, JSType)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"6","com.google.javascript.jscomp","data/temp/Closure_134f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","657","The method 'defineSlot(Node, Node, JSType, boolean)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"7","com.google.javascript.jscomp","data/temp/Closure_134f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","729","The class 'GlobalScopeBuilder' has a total cyclomatic complexity of 85 (highest 34).","Design","CyclomaticComplexity"
"8","com.google.javascript.jscomp","data/temp/Closure_134f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","757","The method 'visit(NodeTraversal, Node, Node)' has a cyclomatic complexity of 34.","Design","CyclomaticComplexity"
"9","com.google.javascript.jscomp","data/temp/Closure_134f/src/com/google/javascript/jscomp/TypedScopeCreator.java","3","991","The method 'maybeDeclareQualifiedName(NodeTraversal, JSDocInfo, Node, Node, Node)' has a cyclomatic complexity of 23.","Design","CyclomaticComplexity"
